"","domain","tote_seite","catkey","category"
"608","gunnar-kreischer.de",NA,"P00000","P"
"609","matthias-hoehne.de",NA,"P00000","P"
"610","fmniessen.de",NA,"P10100","P"
"611","derzinsel.de",NA,"P00000","P"
"612","e-tumleh.de",NA,"P00000","P"
"613","eisfeldweb.de",NA,"P00000","P"
"614","plogmann.net",NA,"P00000","P"
"615","carsten-heine.de",NA,"P00000","P"
"616","marita-massoth.de",NA,"P01100","P"
"617","florian-starke.de",NA,"P01100","P"
"618","freak.li",NA,"P11100","P"
"619","sigbjorn.vik.name",NA,"P01100","P"
"620","matthias-eisenberg.de",NA,"P00000","P"
"621","fgulen.com/de",NA,"P01100","P"
"622","bjoern.kulturwerkstatt-loerrach.de",NA,"P00000","P"
"623","gaenssbauer.net",NA,"P00000","P"
"624","kai.pfitzner.it",NA,"P01100","P"
"625","sikandar-siddiqui.net",NA,"P00000","P"
"626","andreas-grund.de",NA,"P01100","P"
"627","gabriel-clemente.eu",NA,"P01100","P"
"628","beuder.de",NA,"P01100","P"
"629","zurovac.adriaportal.com",NA,"P01100","P"
"630","oliveira-online.net",NA,"P01100","P"
"631","susanprinzessinreuss.de",NA,"P01100","P"
"632","gudrunreichhardt.de",NA,"P01100","P"
"633","mettlerweb.de",NA,"P01100","P"
"634","die-gebse.de",NA,"P11100","P"
"635","platzeck.net",NA,"P07100","P"
"636","die-welt.net",NA,"P07100","P"
"637","tim-rombach.com",NA,"P11100","P"
"638","blog.kschymyk.de",NA,"P07100","P"
"639","meer-der-ideen.de",NA,"P07100","P"
"640","wissenswertes.blogspot.com",NA,"P07100","P"
"641","ihsan.dogan.ch",NA,"P07100","P"
"642","meikk.com",NA,"P07100","P"
"643","write4u.de",NA,"P07100","P"
"644","injelea-blog.de",NA,"P07100","P"
"645","bscdreyer.de",NA,"P07100","P"
"646","gericke-berkenhoff.de",NA,"P07100","P"
"647","niggli.me",NA,"P07100","P"
"648","lutzbommel.de/blog",NA,"P07100","P"
"649","molspolson.wordpress.com",NA,"P07100","P"
"650","t-king.de",NA,"P07100","P"
"651","familie-gutteck.de",NA,"P07100","P"
"652","stephan-hertz.de",NA,"P01100","P"
"653","vierkaisers.de",NA,"P07100","P"
"654","mathias-jaekel.de",NA,"P07100","P"
"655","goetz.buerkle.org",NA,"P07100","P"
"656","plus.google.com/10193725947708603250",NA,"P07100","P"
"657","home.versanet.de/%7Er-seefeldt/index.shtm",NA,"P07100","P"
"658","blog.georgmill.de",NA,"P07100","P"
"659","cislik.de",NA,"P07100","P"
"660","aljoschalaschgari.de",NA,"P07100","P"
"661","wuennis-welt.de",NA,"P00000","P"
"662","kehrl.de",NA,NA,"K"
"663","bodensee-news.ch",NA,"P00000","P"
"664","brallo.de",NA,"P11100","P"
"665","ahubi.com",NA,"P11100","P"
"666","stefan.cc",NA,"P00000","P"
"667","beckmannonline.de",NA,"P00000","P"
"668","tino-hemmann.de",NA,"P00000","P"
"669","falk-dautphetal.eu",NA,"P00000","P"
"670","michael-spann.de",NA,"P00000","P"
"671","rizzo.de",NA,"P00000","P"
"672","michael-bertl.de",NA,"P00000","P"
"673","fester.de",NA,"P00000","P"
"674","schrimpf.com",NA,"P00000","P"
"675","muszynski.de",NA,"P00000","P"
"676","oj-systems.net",NA,"P00000","P"
"677","ossiman.de",NA,"P00000","P"
"678","oliverplischek.at",NA,"P00000","P"
"679","dennisheitmann.de",NA,"P00000","P"
"680","alter-cherusker.de",NA,"P00000","P"
"681","oase-goldammer.de",NA,"P02100","P"
"682","andima.de",NA,"P00000","P"
"683","harald.meyenburg.info",NA,"P00000","P"
"684","manfred-barby.de",NA,"P00000","P"
"685","familieschwegler.de",NA,"P02100","P"
"686","larisch-web.de",NA,"P02100","P"
"687","meinsternchen.beepworld.de",NA,"P00000","P"
"688","christian-kopka.de",NA,"P00000","P"
"689","michael-forkert.de",NA,"P00000","P"
"690","baecher.ch",NA,"P00000","P"
"691","laabs-wedel.de",NA,"P00000","P"
"692","strassmann.biz",NA,"P11100","P"
"693","mpedersen.de",NA,"P00000","P"
"694","cmgrill.de",NA,"P00000","P"
"695","keist.info",NA,"P00000","P"
"696","jvdh.de",NA,"P14100","P"
"697","claudia-krug.de",NA,"P00000","P"
"698","christa.major-online.de",NA,"P11100","P"
"699","frank-probst.de",NA,"P11100","P"
"700","willi-bohr.de",NA,"P11100","P"
"701","lesepult.de",NA,"P00000","P"
"702","olympiakoch.de",NA,"P01100","P"
"703","hopfenzitz.de",NA,"P00000","P"
"704","volkmar-kobelt.de",NA,"P00000","P"
"705","strutzberg.de",NA,"P00000","P"
"706","ruder.ch",NA,"P00000","P"
"707","erdbeerfeld.mynetcologne.de",NA,"P00000","P"
"708","mendener.net",NA,"P07100","P"
"709","roehrig-zenglein.com",NA,"P00000","P"
"710","manfred-habl.de",NA,NA,"K"
"711","home.teleos-web.de/astohlmann/mareile",NA,"P00000","P"
"712","der-goettliche.com",NA,"P06100","P"
"713","allgaeu-carving.de",NA,"P11100","P"
"714","neukaeter-online.de",NA,"P00000","P"
"715","markumelli.de",NA,"P11100","P"
"716","tochterzeus.beepworld.de",NA,"P00000","P"
"717","schaller-home.de",NA,"P00000","P"
"718","klog.kfiles.de",NA,"P00000","P"
"719","dieweide.blogspot.com",NA,"P07100","P"
"720","strege.de",NA,"P11100","P"
"721","stephan-buchkremer.de",NA,"P00000","P"
"722","falk-media.de",NA,"P03100","P"
"723","gysler.ch",NA,"P00000","P"
"724","sprengelmeyer.de",NA,"P00000","P"
"725","tousa.de",NA,"P02100","P"
"726","sch-sch.de",NA,"P00000","P"
"727","hoes.ch",NA,"P00000","P"
"728","wernerstulz.ch",NA,"P00000","P"
"729","stimme-entwickeln.de",NA,"P00000","P"
"730","moenkhoff.de",NA,"P00000","P"
"731","constantingastmann.de",NA,"P00000","P"
"732","familieverweyen.de",NA,"P00000","P"
"733","deecee.de",NA,"P00000","P"
"734","ratom-edition.com/porsch",NA,"P00000","P"
"735","max.volmer.biz",NA,"P00000","P"
"736","frankenste.info/m",NA,"P01100","P"
"737","lehmkuehler.eu",NA,"P01100","P"
"738","foto-nyffiland.ch",NA,"P11100","P"
"739","laenger.at",NA,"P01100","P"
"740","pelka.ch",NA,"P00000","P"
"741","mdittgen.de",NA,"P01100","P"
"742","deapo.de",NA,"P00000","P"
"743","stefan-binning.de",NA,"P00000","P"
"744","roman-jasinski.de",NA,"P01100","P"
"745","lutz-roemer.de",NA,"P01100","P"
"746","guylaforge.de",NA,"P00000","P"
"747","lothar-schroeck.de",NA,"P00000","P"
"748","burak-guemues.com",NA,"K20000","K"
"749","schwoe.net",NA,"P00000","P"
"750","federfuchser.info",NA,"P01100","P"
"751","raikraupach.de",NA,"P00000","P"
"752","heinz-koeppe.homepage.t-online.de",NA,"P00000","P"
"753","mhruschka.de",NA,"P00000","P"
"754","robert-kowitz.de",NA,"P01100","P"
"755","andre-hammon.de",NA,"P07100","P"
"756","elmar-perkmann.eu",NA,"P00000","P"
"757","bernhard-busch.info",NA,"P00000","P"
"758","dieseite.net/rah",NA,"P00000","P"
"759","lattner.cc",NA,"P00000","P"
"760","wosnitza.de",NA,"P01100","P"
"761","ingmar-landeck.de",NA,"P00000","P"
"762","peter-imhoff.de",NA,"P11100","P"
"763","peter-filz.de",NA,"P00000","P"
"764","seven.lu",NA,"P00000","P"
"765","astronomie-buch.de",NA,"P00000","P"
"766","m-wetter.keepfree.de",NA,"P00000","P"
"767","trinler.net",NA,"P00000","P"
"768","rezzoschlauch.de",NA,"P01100","P"
"769","mig-21-online.de",NA,"P00000","P"
"770","wolfgangwulf.de",NA,"P00000","P"
"771","schwingel.info",NA,"P00000","P"
"772","utz-claassen.de",NA,"P00000","P"
"773","juergen-laubsch.de",NA,"P00000","P"
"774","members.aon.at/ortner.klagenfurt",NA,"P11100","P"
"775","wimmeroth.com",NA,"P00000","P"
"776","ingo-roessler.de",NA,"P11100","P"
"777","stotze.de",NA,"P07100","P"
"778","ebuero-fanclub.de",NA,"P00000","P"
"779","rinnhofer.biz",NA,"P01100","P"
"780","r-litz.com",NA,"P00000","P"
"781","medienbuero-grotjahn.de",NA,NA,"K"
"782","rolanddetsch.de",NA,"P00000","P"
"783","michael-stoll.info",NA,"P00000","P"
"784","peter1.at",NA,"P10100","P"
"785","daydreamer-images.com",NA,"P10100","P"
"786","wolfram-leonhardt.de",NA,"P11100","P"
"787","rios.ch",NA,"P00000","P"
"788","thomasjenni.net",NA,"P00000","P"
"789","josias.polchau.de",NA,"P00000","P"
"790","spaleck.net",NA,"P00000","P"
"791","marco-skulschus.de",NA,"P00000","P"
"792","steffen-wessnick.de",NA,"P00000","P"
"793","schradespace.de",NA,"P00000","P"
"794","reinhardkahl.de",NA,"P01100","P"
"795","ockers.de",NA,"P00000","P"
"796","prof-ratzke.de",NA,"P00000","P"
"797","haris.at",NA,"P00000","P"
"798","saschahermes.de",NA,"P00000","P"
"799","fritzvonbueren.ch",NA,"P00000","P"
"800","nissle.ch",NA,"P00000","P"
"801","peter-orth.de",NA,"P00000","P"
"802","fonfara.de",NA,"P00000","P"
"803","kaltenegger.eu",NA,"P11100","P"
"804","jwollbold.de",NA,"P11100","P"
"805","maxreeg.de",NA,"P00000","P"
"806","bernd-ratzke.de",NA,"P00000","P"
"807","bilder-aus-dresden.de",NA,"P00000","P"
"808","wolliruf.com",NA,"P00000","P"
"809","tino-flohe.de",NA,"P00000","P"
"810","daniel-steinhaus.de",NA,"P00000","P"
"811","michael-vonrueden.de",NA,"P00000","P"
"812","florianilgen.de",NA,"P00000","P"
"813","nann-modelleisenbahnen.de",NA,"P11100","P"
"814","helmuthklotz.de",NA,"P01100","P"
"815","web85005.web85.serverdienst.net",NA,"P00000","P"
"816","davidkirch.de",NA,"P01100","P"
"817","members.chello.at/kuegler/smwmediapauli.htm",NA,"P00000","P"
"818","kuttkat.com",NA,"P00000","P"
"819","tsvm.de",NA,"P00000","P"
"820","christianwiegand.de",NA,"P00000","P"
"821","v8jojo.de",NA,"P01100","P"
"822","norbert.schepers.info",NA,"P00000","P"
"823","peter-dengler.de",NA,"P01100","P"
"824","roy-otto.de",NA,"P11100","P"
"825","total.gmxhome.de",NA,"P00000","P"
"826","nestlers.de",NA,"P00000","P"
"827","nikowitz.at",NA,"P00000","P"
"828","amrhein.eu",NA,"P00000","P"
"829","angelfire.com/tx/berenda",NA,"P01100","P"
"830","ruelzheimerleben.de",NA,"P00000","P"
"831","michael-lack.de",NA,"P11100","P"
"832","eckart-haase.de",NA,"P00000","P"
"833","christian.leitold.info",NA,"P01100","P"
"834","sascha-speidel.de",NA,"P00000","P"
"835","c-storf.de",NA,"P01100","P"
"836","hpmarti.com",NA,"P00000","P"
"837","zebu.ch",NA,"P00000","P"
"838","lipowski.de",NA,"P00000","P"
"839","heikol.de",NA,"P11100","P"
"840","jethwa.de",NA,"P01100","P"
"841","benjaminleiter.de",NA,"P00000","P"
"842","danny-heinz.net",NA,"P01100","P"
"843","dennis-kleine.com",NA,"P00000","P"
"844","timhartnack.de",NA,"P01100","P"
"845","mansshardt.net",NA,"P01100","P"
"846","waldemar-erdmann.de",NA,"P00000","P"
"847","reicherz.net",NA,"P01100","P"
"848","homepage.ruhr-uni-bochum.de/Jens.Busch",NA,"P00000","P"
"849","robby-nitschke.de",NA,"P11100","P"
"850","yakobo.de",NA,"P00000","P"
"851","somplatzki.com",NA,"P00000","P"
"852","kneppe.de",NA,"P00000","P"
"853","lehninger.skginfo.at",NA,"P01100","P"
"854","nebendahl.de",NA,"P00000","P"
"855","feldweb.de",NA,"P00000","P"
"856","lewecke.com",NA,"P00000","P"
"857","kesselschmied.de",NA,"P00000","P"
"858","experimentierkasten.de",NA,"P00000","P"
"859","danielkubein.de",NA,"P00000","P"
"860","angelfire.com/pa4/BIRTHDAY",NA,"P00000","P"
"861","liebezeit.biz",NA,"P00000","P"
"862","siemer.de",NA,"P00000","P"
"863","joneit.de",NA,"P00000","P"
"864","meiss.com/de",NA,"P00000","P"
"865","zauberlehrer.info",NA,"P01100","P"
"866","sascha-heinrich.de",NA,"P00000","P"
"867","baer45.schmartz.de",NA,"P00000","P"
"868","killas.de",NA,"P00000","P"
"869","botanikwelten.de",NA,"P00000","P"
"870","reiseleiterbuch.de",NA,"P00000","P"
"871","leowee.de",NA,"P00000","P"
"872","rosenbergs.de",NA,"P11100","P"
"873","members.a1.net/poulenc",NA,"P00000","P"
"874","utageorgi.de",NA,"P01100","P"
"875","simoneleiter.de",NA,"P00000","P"
"876","sabine.muehlisch.koerpersprache.homepage.ms",NA,"P00000","P"
"877","sabinedangel.de",NA,"P11100","P"
"878","eickert.info",NA,"P02100","P"
"879","arbs.de",NA,"P02100","P"
"880","augustiny.ch",NA,"P02100","P"
"881","familie-frehe.de",NA,"P02100","P"
"882","trinakria.ch",NA,"P02100","P"
"883","familieesser.de",NA,"P02100","P"
"884","engmann-net.de",NA,"P02100","P"
"885","hillschmidt.de",NA,"P02100","P"
"886","seimer.de",NA,"P02100","P"
"887","schierenbeck.biz",NA,"P02100","P"
"888","ft91.de",NA,"P02100","P"
"889","stiegmann.com",NA,"P02100","P"
"890","familie-wessling.de",NA,"P02100","P"
"891","postatny.de",NA,"P02100","P"
"892","gutwein-online.de",NA,"P02100","P"
"893","morgenstern.info",NA,"P02100","P"
"894","u-strozyk.de",NA,"P02100","P"
"895","petri-online.de",NA,"P02100","P"
"896","familie-guderlei.de",NA,"P02100","P"
"897","augustin.ws",NA,"P02100","P"
"898","reiten-schliestedt.dyndns.org/grabe",NA,"P02100","P"
"899","nicko-online.de",NA,"P02100","P"
"900","familie-hochhaus.de",NA,"P02100","P"
"901","pickford.de",NA,"P02100","P"
"902","spiegl.de",NA,"P02100","P"
"903","rufers.ch",NA,"P02100","P"
"904","forscherblick.de",NA,"P02100","P"
"905","stamereilers.de",NA,"P02100","P"
"906","staden.de",NA,"P02100","P"
"907","koepe.de",NA,"P02100","P"
"908","quili.de",NA,"P02100","P"
"909","puchein.de",NA,"P02100","P"
"910","bade-verden.de",NA,"P02100","P"
"911","motzet-online.de",NA,"P02100","P"
"912","swhh.de",NA,"P02100","P"
"913","klarenaar.de",NA,"P02100","P"
"914","jeschke-schulze.de",NA,"P02100","P"
"915","mann-saar.de",NA,"P02100","P"
"916","home.datacomm.ch/roli.heidi",NA,"P02100","P"
"917","horners.at",NA,"P02100","P"
"918","reece.de",NA,"P02100","P"
"919","schelldorfer.ch",NA,"P02100","P"
"920","goschild.de",NA,"P02100","P"
"921","rehbann.de",NA,"P02100","P"
"922","tainz.de",NA,"P02100","P"
"923","kutzberger.de",NA,"P02100","P"
"924","home.datacomm.ch/t.pfister",NA,"P02100","P"
"925","hoenigschmid.de",NA,"P02100","P"
"926","belfor-online.de",NA,"P02100","P"
"927","die-breitners.de",NA,"P02100","P"
"928","friedenberger.net",NA,"P02100","P"
"929","gbur.de",NA,"P02100","P"
"930","kuenzel.biz",NA,"P02100","P"
"931","lauben-kolonie.de",NA,"P02100","P"
"932","ruoff-anspach.de",NA,"P02100","P"
"933","streitmatter.de",NA,"P02100","P"
"934","susca.de",NA,"P02100","P"
"935","wiesalla.de",NA,"P02100","P"
"936","worofsky.info",NA,"P02100","P"
"937","familie-maechler.ch",NA,"P02100","P"
"938","spanig.de",NA,"P02100","P"
"939","knoch.at",NA,"P02100","P"
"940","tinner.ch",NA,"P02100","P"
"941","kijek.de",NA,"P02100","P"
"942","goschorn.de",NA,"P02100","P"
"943","rausch-familie.de",NA,"P02100","P"
"944","weylandfamily.beepworld.de",NA,"P02100","P"
"945","martina-tschirner.de",NA,"P00000","P"
"946","haverland-soest.de",NA,"P02100","P"
"947","stuhlmacher.com",NA,"P02100","P"
"948","wernickenet.de",NA,"P02100","P"
"949","privat.margarethahopfner.net",NA,"P05100","P"
"950","badura-home.de",NA,"P00000","P"
"951","rensing.info",NA,"P02100","P"
"952","kuehne-borgwardt.de",NA,"P00000","P"
"953","pattiarmanini.populus.ch",NA,"P00000","P"
"954","matousek.biz",NA,"P00000","P"
"955","martiny.org",NA,"P02100","P"
"956","ira-stukenberg.de",NA,"P01100","P"
"957","teuthorn.de",NA,"P00000","P"
"958","carohetenyi.de",NA,"P01100","P"
"959","iris-kuendig.ch",NA,"P01100","P"
"960","kathrin.ch",NA,"P00000","P"
"961","noedler.de",NA,"P00000","P"
"962","holger.thoelking.name",NA,"P00000","P"
"963","drsimonemichel.de",NA,"P00000","P"
"964","croni.de",NA,"P00000","P"
"965","feltel.de",NA,"P00000","P"
"966","strobls.at",NA,"P00000","P"
"967","russkaya.ch",NA,"P00000","P"
"968","gertrud-gilbert.de",NA,"P00000","P"
"969","scheubner.de",NA,"P00000","P"
"970","mirjam.rogger.name",NA,"P00000","P"
"971","matschiess.de",NA,"P00000","P"
"972","basiscamp.de",NA,"P00000","P"
"973","achims-inter.net",NA,"P11100","P"
"974","max-kottwitz.de",NA,"P00000","P"
"975","schorlemmer.de",NA,"P00000","P"
"976","holzinger.cc",NA,"P00000","P"
"977","thomas-loick.de",NA,"P09100","P"
"978","jochem-home.de",NA,"P00000","P"
"979","stoerchle.de",NA,"P02100","P"
"980","stunt-woman.de",NA,"P00000","P"
"981","candrix.de",NA,"P00000","P"
"982","freith.de",NA,"P00000","P"
"983","sheridane.de",NA,"P11100","P"
"984","jenk.ch",NA,"P00000","P"
"985","von-bergen.ch",NA,"P02100","P"
"986","kostbade.com",NA,"P00000","P"
"987","lemberger.intern.es",NA,"P00000","P"
"988","wickederbaeren.de",NA,"P02100","P"
"989","bremer-zwillinge.de",NA,"P00000","P"
"990","steffen-rupp.de",NA,"P00000","P"
"991","domobarista.de",NA,"P00000","P"
"992","wentzek.com",NA,"P02100","P"
"993","members.liwest.at/digitalart",NA,"P00000","P"
"994","joachim.dethlefs.eu",NA,"P00000","P"
"995","danielsfotowelt.de",NA,"P10100","P"
"996","georgblenk.com",NA,"P00000","P"
"997","streim.de",NA,"P00000","P"
"998","schoenheim.de",NA,"P11100","P"
"999","landauer.at",NA,"P00000","P"
"1000","andreas-stenzel.de",NA,"P00000","P"
"1001","unet.univie.ac.at/%7Ea8727063",NA,"P00000","P"
"1002","messerschmidt.in",NA,"P00000","P"
"1003","stefan.poehl.name",NA,"P00000","P"
"1004","dietrichstahlbaum.de",NA,"P00000","P"
"1005","cord.vonkalm.de",NA,"P00000","P"
"1006","jweschenfelder.de",NA,"P00000","P"
"1007","planche.ch",NA,"P00000","P"
"1008","jens.borsdorf.name/Home.42",NA,"P08100","P"
"1009","schneemann.org",NA,"P00000","P"
"1010","neurohr.de",NA,"P00000","P"
"1011","djlefti.de",NA,"P00000","P"
"1012","dendler.de",NA,"P00000","P"
"1013","erwanson.de",NA,"P00000","P"
"1014","landscheidt.com",NA,"P01100","P"
"1015","doroundjuergen.de",NA,"P14100","P"
"1016","stefan-hofbauer.com",NA,"P01100","P"
"1017","felixbertram.de",NA,"P00000","P"
"1018","home.datacomm.ch/wahnsinn",NA,"P00000","P"
"1019","odorum.ch",NA,"P00000","P"
"1020","jem-services.ch",NA,"P00000","P"
"1021","norbert-gericke.de",NA,"P00000","P"
"1022","t-janssen.de",NA,"P00000","P"
"1023","hhbornemann.de",NA,"P11100","P"
"1024","sternenschaukel.de",NA,"P00000","P"
"1025","egofrau.de",NA,"P11100","P"
"1026","baerbelwolfmeier.de",NA,"P00000","P"
"1027","stieben.de",NA,"P00000","P"
"1028","marcgoertz.de",NA,"P00000","P"
"1029","xonk.de",NA,"P00000","P"
"1030","thienert.de",NA,"P00000","P"
"1031","454782.forumromanum.com/member/forum/forum.php?USER=user_45478",NA,"P04100","P"
"1032","artificina.de",NA,"P11100","P"
"1033","tofukeule.lima-city.de",NA,"P00000","P"
"1034","ellerhoff.com",NA,"P02100","P"
"1035","oliver-klimek.de/family_friends/klimeks_at_web.ht",NA,"P00000","P"
"1036","cobovic.de",NA,"P03100","P"
"1037","kullak-ublick.de",NA,"P03100","P"
"1038","martin-schatzmann.ch",NA,"P11100","P"
"1039","jwcbronski.de",NA,"P00000","P"
"1040","rentfort.de",NA,"P00000","P"
"1041","netzhaeuter.de/home/~rudi",NA,"P00000","P"
"1042","beepworld.de/members64/woitschack",NA,"P02100","P"
"1043","wolfganggiesel.de",NA,"P00000","P"
"1044","fmcom.de",NA,"P00000","P"
"1045","karin-teetzen.de",NA,"P00000","P"
"1046","hufer.de",NA,"P01100","P"
"1047","pienkoss.name",NA,"P00000","P"
"1048","hardwareworld.ch/users/pwittlin",NA,"P11100","P"
"1049","petraschilm.de",NA,"P00000","P"
"1050","panschar.de",NA,"P00000","P"
"1051","alpar.de",NA,"P02100","P"
"1052","mossner.eu",NA,"P02100","P"
"1053","bozdag.net",NA,"P00000","P"
"1054","familie-heitbrink.de",NA,"P02100","P"
"1055","draese.de",NA,"P00000","P"
"1056","gerhardy.net",NA,"P00000","P"
"1057","prlbr.de",NA,"P00000","P"
"1058","augen-weite.de",NA,"P00000","P"
"1059","bernd-lindemann.de",NA,"P00000","P"
"1060","vetsch.jimdo.com",NA,"P02100","P"
"1061","hetgens.de",NA,"P00000","P"
"1062","haefliger-family.ch",NA,"P00000","P"
"1063","vivien-meik.de",NA,"P00000","P"
"1064","jutta-steinruck.de",NA,"P00000","P"
"1065","stefan-kuehnel.de",NA,"P00000","P"
"1066","einfallsinsel.de",NA,"P00000","P"
"1067","peter-kucher.de",NA,"P02100","P"
"1068","robert.kolatzek.org",NA,"P00000","P"
"1069","gindrat.ch",NA,"P00000","P"
"1070","pochendorfer.com",NA,"P00000","P"
"1071","zscherper.de",NA,"P00000","P"
"1072","muendoerfer.de",NA,"P00000","P"
"1073","danis-web.de",NA,"P00000","P"
"1074","hoymann.de",NA,"P02100","P"
"1075","joset.ch",NA,"P02100","P"
"1076","warning-online.de",NA,"P00000","P"
"1077","benjamin-blume.de",NA,"P00000","P"
"1078","wolfgang.bruehn.de",NA,"P00000","P"
"1079","phantasiereisen.com",NA,"P00000","P"
"1080","volker-friebel.de",NA,"P00000","P"
"1081","nic-verbeek.de",NA,"P00000","P"
"1082","michaelheim.com",NA,"P00000","P"
"1083","jaeke-jhj.de",NA,"P00000","P"
"1084","starhtml.de/privat",NA,"P07100","P"
"1085","nico-fueller.de",NA,"P00000","P"
"1086","asphaltschnecke.de",NA,"P00000","P"
"1087","rybacki.info",NA,"P02100","P"
"1088","oidahabara.at",NA,"P00000","P"
"1089","wolfgangkurtz.de",NA,"P00000","P"
"1090","sebastian-stranz.de",NA,"P00000","P"
"1091","universe-cares-4-u.de",NA,"P00000","P"
"1092","robert-scheck.de",NA,"P00000","P"
"1093","1cl.de",NA,"P00000","P"
"1094","blog.meineigenerweg.de",NA,"P07100","P"
"1095","web99.login-23.hoststar.ch",NA,"P00000","P"
"1096","members.inode.at/472747",NA,"P00000","P"
"1097","d-no.de",NA,"P00000","P"
"1098","hermansdorfer.de",NA,"P11100","P"
"1099","grosches.de",NA,"P00000","P"
"1100","meinfreundderbaum.de",NA,"P00000","P"
"1101","kompf.de",NA,"P00000","P"
"1102","fotogalerie-bodiez.de",NA,"P10100","P"
"1103","nagy-malek.de",NA,"P06100","P"
"1104","wetter-information.de",NA,"P05100","P"
"1105","paterzoche.de",NA,"P00000","P"
"1106","stalder.li",NA,"P00000","P"
"1107","cric.de",NA,"P11100","P"
"1108","tibbe-online.de",NA,"P00000","P"
"1109","mythirdeye.de",NA,"P00000","P"
"1110","spaltenberger.de",NA,"P00000","P"
"1111","mikestrunck.de",NA,"P00000","P"
"1112","prevezanos.com",NA,"P00000","P"
"1113","truskowski.de",NA,"P00000","P"
"1114","karldorschner.com",NA,"P00000","P"
"1115","polchau.de",NA,"P02100","P"
"1116","barthel-net.de",NA,"P02100","P"
"1117","floerl.com",NA,"P02100","P"
"1118","hilkes.homepage.t-online.de/homepage.htm",NA,"P02100","P"
"1119","home.datacomm.ch/kesslerzwingen",NA,"P02100","P"
"1120","mcpusch.de",NA,"P02100","P"
"1121","ostermanns.de",NA,"P02100","P"
"1122","rahn.net",NA,"P02100","P"
"1123","rettich1.de",NA,"P02100","P"
"1124","schechter.de",NA,"P02100","P"
"1125","solich.de",NA,"P02100","P"
"1126","members.aon.at/stocker1",NA,"P02100","P"
"1127","michael-stumpe.de",NA,"P00000","P"
"1128","gerdschweizer.homepage.t-online.de",NA,"P11100","P"
