"","X","domain","tote_seite","catkey","category"
"537",538,"pumpnet.de",NA,"P00000","P"
"538",539,"beinke.de",NA,"P00000","P"
"539",540,"loisl.de",NA,"P00000","P"
"540",541,"stargardt-group.de",NA,"P00000","P"
"541",542,"vaovaoweb.de",NA,"P00000","P"
"542",543,"siekmann-net.de",NA,"P00000","P"
"543",544,"michael.nahrath.de",NA,"P00000","P"
"544",545,"lukasanrig.ch",NA,"P00000","P"
"545",546,"clausjuergens.com",NA,"P00000","P"
"546",547,"rausseck.de",NA,"P00000","P"
"547",548,"numrich.ch",NA,"P02100","P"
"548",549,"elron-tibor.de",NA,"P05100","P"
"549",550,"i-zeitz.de",NA,"P12100","P"
"550",551,"thomas-wenz.homepage.t-online.de",NA,"P00000","P"
"551",552,"zwillinge-berlin.de",NA,"P05100","P"
"552",553,"christiankress.de",NA,"P00000","P"
"553",554,"mathias-holzwarth.de",NA,"P10100","P"
"554",555,"members.chello.at/sluka",NA,"P11100","P"
"555",556,"mayr-1.de",NA,"P12100","P"
"556",557,"marieta.de",NA,"P10100","P"
"557",558,"scheicht.de",NA,"P11100","P"
"558",559,"andressen-home.de",NA,"P00000","P"
"559",560,"josef-baumer.de",NA,"P00000","P"
"560",561,"cuiper.de",NA,"P00000","P"
"561",562,"sascha-borgers.de",NA,"P00000","P"
"562",563,"garv.in",NA,"P11100","P"
"563",564,"weixlbaumer.com",NA,"K23000","K"
"564",565,"toenjes-web.de",NA,"P00000","P"
"565",566,"judithwaelti.net",NA,"P00000","P"
"566",567,"gjantzen.de",NA,"P10100","P"
"567",568,"simonhitzenberger.de",NA,"P13100","P"
"568",569,"marcobomio.ch",NA,"P00000","P"
"569",570,"odin.homeip.net",NA,"P10100","P"
"570",571,"gasmi.gmxhome.de",NA,"P00000","P"
"571",572,"lewerentz.de",NA,"P00000","P"
"572",573,"korzen.de",NA,"P00000","P"
"573",574,"familie-schein.de",NA,"P10100","P"
"574",575,"andyweller.de",NA,"P00000","P"
"575",576,"garscha.de",NA,"P00000","P"
"576",577,"zanatta.ch",NA,"P00000","P"
"577",578,"kheim.info",NA,"P00000","P"
"578",579,"nefkom.net/kosch",NA,"P00000","P"
"579",580,"members.chello.at/laussner",NA,"P00000","P"
"580",581,"heilsbeste.de",NA,"P00000","P"
"581",582,"denkler.com",NA,"P00000","P"
"582",583,"weitprecht.de",NA,"P00000","P"
"583",584,"gartze.de",NA,"P00000","P"
"584",585,"christianstoerger.gmxhome.de",NA,"P00000","P"
"585",586,"mariok13359.gmxhome.de/mario/mario/1024/index24.ht",NA,"P00000","P"
"586",587,"nollek-online.de",NA,"P00000","P"
"587",588,"bh-home.de",NA,"P00000","P"
"588",589,"schnuckolinos.de",NA,"P00000","P"
"589",590,"flowrean.de",NA,"P00000","P"
"590",591,"kuennemann-family.de",NA,"P00000","P"
"591",592,"rudi-franze.de",NA,"P00000","P"
"592",593,"rayaan.de",NA,"P00000","P"
"593",594,"ploetz3000.de",NA,"P00000","P"
"594",595,"np-mediendesign.de",NA,"P00000","P"
"595",596,"ehricke.mynetcologne.de",NA,"P00000","P"
"596",597,"allmers.de",NA,"P00000","P"
"597",598,"dunklesauge.de",NA,"P00000","P"
"598",599,"wensorra.de",NA,"P00000","P"
"599",600,"hape-osswald.de",NA,"P00000","P"
"600",601,"7steps.de",NA,"P00000","P"
"601",602,"jschauer.de",NA,"P00000","P"
"602",603,"waltersoligon.de",NA,"P00000","P"
"603",604,"thestorff.de",NA,"P10100","P"
"604",605,"frieda.li",NA,"P10100","P"
"605",606,"filbig.de",NA,"P10100","P"
"606",607,"abelex.de",NA,"P10100","P"
"607",608,"gunnar-kreischer.de",NA,"P00000","P"
"608",609,"matthias-hoehne.de",NA,"P00000","P"
"609",610,"fmniessen.de",NA,"P10100","P"
"610",611,"derzinsel.de",NA,"P00000","P"
"611",612,"e-tumleh.de",NA,"P00000","P"
"612",613,"eisfeldweb.de",NA,"P00000","P"
"613",614,"plogmann.net",NA,"P00000","P"
"614",615,"carsten-heine.de",NA,"P00000","P"
"615",616,"marita-massoth.de",NA,"P01100","P"
"616",617,"florian-starke.de",NA,"P01100","P"
"617",618,"freak.li",NA,"P11100","P"
"618",619,"sigbjorn.vik.name",NA,"P01100","P"
"619",620,"matthias-eisenberg.de",NA,"P00000","P"
"620",621,"fgulen.com/de",NA,"P01100","P"
"621",622,"bjoern.kulturwerkstatt-loerrach.de",NA,"P00000","P"
"622",623,"gaenssbauer.net",NA,"P00000","P"
"623",624,"kai.pfitzner.it",NA,"P01100","P"
"624",625,"sikandar-siddiqui.net",NA,"P00000","P"
"625",626,"andreas-grund.de",NA,"P01100","P"
"626",627,"gabriel-clemente.eu",NA,"P01100","P"
"627",628,"beuder.de",NA,"P01100","P"
"628",629,"zurovac.adriaportal.com",NA,"P01100","P"
"629",630,"oliveira-online.net",NA,"P01100","P"
"630",631,"susanprinzessinreuss.de",NA,"P01100","P"
"631",632,"gudrunreichhardt.de",NA,"P01100","P"
"632",633,"mettlerweb.de",NA,"P01100","P"
"633",634,"die-gebse.de",NA,"P11100","P"
"634",635,"platzeck.net",NA,"P07100","P"
"635",636,"die-welt.net",NA,"P07100","P"
"636",637,"tim-rombach.com",NA,"P11100","P"
"637",638,"blog.kschymyk.de",NA,"P07100","P"
"638",639,"meer-der-ideen.de",NA,"P07100","P"
"639",640,"wissenswertes.blogspot.com",NA,"P07100","P"
"640",641,"ihsan.dogan.ch",NA,"P07100","P"
"641",642,"meikk.com",NA,"P07100","P"
"642",643,"write4u.de",NA,"P07100","P"
"643",644,"injelea-blog.de",NA,"P07100","P"
"644",645,"bscdreyer.de",NA,"P07100","P"
"645",646,"gericke-berkenhoff.de",NA,"P07100","P"
"646",647,"niggli.me",NA,"P07100","P"
"647",648,"lutzbommel.de/blog",NA,"P07100","P"
"648",649,"molspolson.wordpress.com",NA,"P07100","P"
"649",650,"t-king.de",NA,"P07100","P"
"650",651,"familie-gutteck.de",NA,"P07100","P"
"651",652,"stephan-hertz.de",NA,"P01100","P"
"652",653,"vierkaisers.de",NA,"P07100","P"
"653",654,"mathias-jaekel.de",NA,"P07100","P"
"654",655,"goetz.buerkle.org",NA,"P07100","P"
"655",656,"plus.google.com/10193725947708603250",NA,"P07100","P"
"656",657,"home.versanet.de/%7Er-seefeldt/index.shtm",NA,"P07100","P"
"657",658,"blog.georgmill.de",NA,"P07100","P"
"658",659,"cislik.de",NA,"P07100","P"
"659",660,"aljoschalaschgari.de",NA,"P07100","P"
"660",661,"wuennis-welt.de",NA,"P00000","P"
"661",662,"kehrl.de",NA,NA,"K"
"662",663,"bodensee-news.ch",NA,"P00000","P"
"663",664,"brallo.de",NA,"P11100","P"
"664",665,"ahubi.com",NA,"P11100","P"
"665",666,"stefan.cc",NA,"P00000","P"
"666",667,"beckmannonline.de",NA,"P00000","P"
"667",668,"tino-hemmann.de",NA,"P00000","P"
"668",669,"falk-dautphetal.eu",NA,"P00000","P"
"669",670,"michael-spann.de",NA,"P00000","P"
"670",671,"rizzo.de",NA,"P00000","P"
"671",672,"michael-bertl.de",NA,"P00000","P"
"672",673,"fester.de",NA,"P00000","P"
"673",674,"schrimpf.com",NA,"P00000","P"
"674",675,"muszynski.de",NA,"P00000","P"
"675",676,"oj-systems.net",NA,"P00000","P"
"676",677,"ossiman.de",NA,"P00000","P"
"677",678,"oliverplischek.at",NA,"P00000","P"
"678",679,"dennisheitmann.de",NA,"P00000","P"
"679",680,"alter-cherusker.de",NA,"P00000","P"
"680",681,"oase-goldammer.de",NA,"P02100","P"
"681",682,"andima.de",NA,"P00000","P"
"682",683,"harald.meyenburg.info",NA,"P00000","P"
"683",684,"manfred-barby.de",NA,"P00000","P"
"684",685,"familieschwegler.de",NA,"P02100","P"
"685",686,"larisch-web.de",NA,"P02100","P"
"686",687,"meinsternchen.beepworld.de",NA,"P00000","P"
"687",688,"christian-kopka.de",NA,"P00000","P"
"688",689,"michael-forkert.de",NA,"P00000","P"
"689",690,"baecher.ch",NA,"P00000","P"
"690",691,"laabs-wedel.de",NA,"P00000","P"
"691",692,"strassmann.biz",NA,"P11100","P"
"692",693,"mpedersen.de",NA,"P00000","P"
"693",694,"cmgrill.de",NA,"P00000","P"
"694",695,"keist.info",NA,"P00000","P"
"695",696,"jvdh.de",NA,"P14100","P"
"696",697,"claudia-krug.de",NA,"P00000","P"
"697",698,"christa.major-online.de",NA,"P11100","P"
"698",699,"frank-probst.de",NA,"P11100","P"
"699",700,"willi-bohr.de",NA,"P11100","P"
"700",701,"lesepult.de",NA,"P00000","P"
"701",702,"olympiakoch.de",NA,"P01100","P"
"702",703,"hopfenzitz.de",NA,"P00000","P"
"703",704,"volkmar-kobelt.de",NA,"P00000","P"
"704",705,"strutzberg.de",NA,"P00000","P"
"705",706,"ruder.ch",NA,"P00000","P"
"706",707,"erdbeerfeld.mynetcologne.de",NA,"P00000","P"
"707",708,"mendener.net",NA,"P07100","P"
"708",709,"roehrig-zenglein.com",NA,"P00000","P"
"709",710,"manfred-habl.de",NA,NA,"K"
"710",711,"home.teleos-web.de/astohlmann/mareile",NA,"P00000","P"
"711",712,"der-goettliche.com",NA,"P06100","P"
"712",713,"allgaeu-carving.de",NA,"P11100","P"
"713",714,"neukaeter-online.de",NA,"P00000","P"
"714",715,"markumelli.de",NA,"P11100","P"
"715",716,"tochterzeus.beepworld.de",NA,"P00000","P"
"716",717,"schaller-home.de",NA,"P00000","P"
"717",718,"klog.kfiles.de",NA,"P00000","P"
"718",719,"dieweide.blogspot.com",NA,"P07100","P"
"719",720,"strege.de",NA,"P11100","P"
"720",721,"stephan-buchkremer.de",NA,"P00000","P"
"721",722,"falk-media.de",NA,"P03100","P"
"722",723,"gysler.ch",NA,"P00000","P"
"723",724,"sprengelmeyer.de",NA,"P00000","P"
"724",725,"tousa.de",NA,"P02100","P"
"725",726,"sch-sch.de",NA,"P00000","P"
"726",727,"hoes.ch",NA,"P00000","P"
"727",728,"wernerstulz.ch",NA,"P00000","P"
"728",729,"stimme-entwickeln.de",NA,"P00000","P"
"729",730,"moenkhoff.de",NA,"P00000","P"
"730",731,"constantingastmann.de",NA,"P00000","P"
"731",732,"familieverweyen.de",NA,"P00000","P"
"732",733,"deecee.de",NA,"P00000","P"
"733",734,"ratom-edition.com/porsch",NA,"P00000","P"
"734",735,"max.volmer.biz",NA,"P00000","P"
"735",736,"frankenste.info/m",NA,"P01100","P"
"736",737,"lehmkuehler.eu",NA,"P01100","P"
"737",738,"foto-nyffiland.ch",NA,"P11100","P"
"738",739,"laenger.at",NA,"P01100","P"
"739",740,"pelka.ch",NA,"P00000","P"
"740",741,"mdittgen.de",NA,"P01100","P"
"741",742,"deapo.de",NA,"P00000","P"
"742",743,"stefan-binning.de",NA,"P00000","P"
"743",744,"roman-jasinski.de",NA,"P01100","P"
"744",745,"lutz-roemer.de",NA,"P01100","P"
"745",746,"guylaforge.de",NA,"P00000","P"
"746",747,"lothar-schroeck.de",NA,"P00000","P"
"747",748,"burak-guemues.com",NA,"K20000","K"
"748",749,"schwoe.net",NA,"P00000","P"
"749",750,"federfuchser.info",NA,"P01100","P"
"750",751,"raikraupach.de",NA,"P00000","P"
"751",752,"heinz-koeppe.homepage.t-online.de",NA,"P00000","P"
"752",753,"mhruschka.de",NA,"P00000","P"
"753",754,"robert-kowitz.de",NA,"P01100","P"
"754",755,"andre-hammon.de",NA,"P07100","P"
"755",756,"elmar-perkmann.eu",NA,"P00000","P"
"756",757,"bernhard-busch.info",NA,"P00000","P"
"757",758,"dieseite.net/rah",NA,"P00000","P"
"758",759,"lattner.cc",NA,"P00000","P"
"759",760,"wosnitza.de",NA,"P01100","P"
"760",761,"ingmar-landeck.de",NA,"P00000","P"
"761",762,"peter-imhoff.de",NA,"P11100","P"
"762",763,"peter-filz.de",NA,"P00000","P"
"763",764,"seven.lu",NA,"P00000","P"
"764",765,"astronomie-buch.de",NA,"P00000","P"
"765",766,"m-wetter.keepfree.de",NA,"P00000","P"
"766",767,"trinler.net",NA,"P00000","P"
"767",768,"rezzoschlauch.de",NA,"P01100","P"
"768",769,"mig-21-online.de",NA,"P00000","P"
"769",770,"wolfgangwulf.de",NA,"P00000","P"
"770",771,"schwingel.info",NA,"P00000","P"
"771",772,"utz-claassen.de",NA,"P00000","P"
"772",773,"juergen-laubsch.de",NA,"P00000","P"
"773",774,"members.aon.at/ortner.klagenfurt",NA,"P11100","P"
"774",775,"wimmeroth.com",NA,"P00000","P"
"775",776,"ingo-roessler.de",NA,"P11100","P"
"776",777,"stotze.de",NA,"P07100","P"
"777",778,"ebuero-fanclub.de",NA,"P00000","P"
"778",779,"rinnhofer.biz",NA,"P01100","P"
"779",780,"r-litz.com",NA,"P00000","P"
"780",781,"medienbuero-grotjahn.de",NA,NA,"K"
"781",782,"rolanddetsch.de",NA,"P00000","P"
"782",783,"michael-stoll.info",NA,"P00000","P"
"783",784,"peter1.at",NA,"P10100","P"
"784",785,"daydreamer-images.com",NA,"P10100","P"
"785",786,"wolfram-leonhardt.de",NA,"P11100","P"
"786",787,"rios.ch",NA,"P00000","P"
"787",788,"thomasjenni.net",NA,"P00000","P"
"788",789,"josias.polchau.de",NA,"P00000","P"
"789",790,"spaleck.net",NA,"P00000","P"
"790",791,"marco-skulschus.de",NA,"P00000","P"
"791",792,"steffen-wessnick.de",NA,"P00000","P"
"792",793,"schradespace.de",NA,"P00000","P"
"793",794,"reinhardkahl.de",NA,"P01100","P"
"794",795,"ockers.de",NA,"P00000","P"
"795",796,"prof-ratzke.de",NA,"P00000","P"
"796",797,"haris.at",NA,"P00000","P"
"797",798,"saschahermes.de",NA,"P00000","P"
"798",799,"fritzvonbueren.ch",NA,"P00000","P"
"799",800,"nissle.ch",NA,"P00000","P"
"800",801,"peter-orth.de",NA,"P00000","P"
"801",802,"fonfara.de",NA,"P00000","P"
"802",803,"kaltenegger.eu",NA,"P11100","P"
"803",804,"jwollbold.de",NA,"P11100","P"
"804",805,"maxreeg.de",NA,"P00000","P"
"805",806,"bernd-ratzke.de",NA,"P00000","P"
"806",807,"bilder-aus-dresden.de",NA,"P00000","P"
"807",808,"wolliruf.com",NA,"P00000","P"
"808",809,"tino-flohe.de",NA,"P00000","P"
"809",810,"daniel-steinhaus.de",NA,"P00000","P"
"810",811,"michael-vonrueden.de",NA,"P00000","P"
"811",812,"florianilgen.de",NA,"P00000","P"
"812",813,"nann-modelleisenbahnen.de",NA,"P11100","P"
"813",814,"helmuthklotz.de",NA,"P01100","P"
"814",815,"web85005.web85.serverdienst.net",NA,"P00000","P"
"815",816,"davidkirch.de",NA,"P01100","P"
"816",817,"members.chello.at/kuegler/smwmediapauli.htm",NA,"P00000","P"
"817",818,"kuttkat.com",NA,"P00000","P"
"818",819,"tsvm.de",NA,"P00000","P"
"819",820,"christianwiegand.de",NA,"P00000","P"
"820",821,"v8jojo.de",NA,"P01100","P"
"821",822,"norbert.schepers.info",NA,"P00000","P"
"822",823,"peter-dengler.de",NA,"P01100","P"
"823",824,"roy-otto.de",NA,"P11100","P"
"824",825,"total.gmxhome.de",NA,"P00000","P"
"825",826,"nestlers.de",NA,"P00000","P"
"826",827,"nikowitz.at",NA,"P00000","P"
"827",828,"amrhein.eu",NA,"P00000","P"
"828",829,"angelfire.com/tx/berenda",NA,"P01100","P"
"829",830,"ruelzheimerleben.de",NA,"P00000","P"
"830",831,"michael-lack.de",NA,"P11100","P"
"831",832,"eckart-haase.de",NA,"P00000","P"
"832",833,"christian.leitold.info",NA,"P01100","P"
"833",834,"sascha-speidel.de",NA,"P00000","P"
"834",835,"c-storf.de",NA,"P01100","P"
"835",836,"hpmarti.com",NA,"P00000","P"
"836",837,"zebu.ch",NA,"P00000","P"
"837",838,"lipowski.de",NA,"P00000","P"
"838",839,"heikol.de",NA,"P11100","P"
"839",840,"jethwa.de",NA,"P01100","P"
"840",841,"benjaminleiter.de",NA,"P00000","P"
"841",842,"danny-heinz.net",NA,"P01100","P"
"842",843,"dennis-kleine.com",NA,"P00000","P"
"843",844,"timhartnack.de",NA,"P01100","P"
"844",845,"mansshardt.net",NA,"P01100","P"
"845",846,"waldemar-erdmann.de",NA,"P00000","P"
"846",847,"reicherz.net",NA,"P01100","P"
"847",848,"homepage.ruhr-uni-bochum.de/Jens.Busch",NA,"P00000","P"
"848",849,"robby-nitschke.de",NA,"P11100","P"
"849",850,"yakobo.de",NA,"P00000","P"
"850",851,"somplatzki.com",NA,"P00000","P"
"851",852,"kneppe.de",NA,"P00000","P"
"852",853,"lehninger.skginfo.at",NA,"P01100","P"
"853",854,"nebendahl.de",NA,"P00000","P"
"854",855,"feldweb.de",NA,"P00000","P"
"855",856,"lewecke.com",NA,"P00000","P"
"856",857,"kesselschmied.de",NA,"P00000","P"
"857",858,"experimentierkasten.de",NA,"P00000","P"
"858",859,"danielkubein.de",NA,"P00000","P"
"859",860,"angelfire.com/pa4/BIRTHDAY",NA,"P00000","P"
"860",861,"liebezeit.biz",NA,"P00000","P"
"861",862,"siemer.de",NA,"P00000","P"
"862",863,"joneit.de",NA,"P00000","P"
"863",864,"meiss.com/de",NA,"P00000","P"
"864",865,"zauberlehrer.info",NA,"P01100","P"
"865",866,"sascha-heinrich.de",NA,"P00000","P"
"866",867,"baer45.schmartz.de",NA,"P00000","P"
"867",868,"killas.de",NA,"P00000","P"
"868",869,"botanikwelten.de",NA,"P00000","P"
"869",870,"reiseleiterbuch.de",NA,"P00000","P"
"870",871,"leowee.de",NA,"P00000","P"
"871",872,"rosenbergs.de",NA,"P11100","P"
"872",873,"members.a1.net/poulenc",NA,"P00000","P"
"873",874,"utageorgi.de",NA,"P01100","P"
"874",875,"simoneleiter.de",NA,"P00000","P"
"875",876,"sabine.muehlisch.koerpersprache.homepage.ms",NA,"P00000","P"
"876",877,"sabinedangel.de",NA,"P11100","P"
"877",878,"eickert.info",NA,"P02100","P"
"878",879,"arbs.de",NA,"P02100","P"
"879",880,"augustiny.ch",NA,"P02100","P"
"880",881,"familie-frehe.de",NA,"P02100","P"
"881",882,"trinakria.ch",NA,"P02100","P"
"882",883,"familieesser.de",NA,"P02100","P"
"883",884,"engmann-net.de",NA,"P02100","P"
"884",885,"hillschmidt.de",NA,"P02100","P"
"885",886,"seimer.de",NA,"P02100","P"
"886",887,"schierenbeck.biz",NA,"P02100","P"
"887",888,"ft91.de",NA,"P02100","P"
"888",889,"stiegmann.com",NA,"P02100","P"
"889",890,"familie-wessling.de",NA,"P02100","P"
"890",891,"postatny.de",NA,"P02100","P"
"891",892,"gutwein-online.de",NA,"P02100","P"
"892",893,"morgenstern.info",NA,"P02100","P"
"893",894,"u-strozyk.de",NA,"P02100","P"
"894",895,"petri-online.de",NA,"P02100","P"
"895",896,"familie-guderlei.de",NA,"P02100","P"
"896",897,"augustin.ws",NA,"P02100","P"
"897",898,"reiten-schliestedt.dyndns.org/grabe",NA,"P02100","P"
"898",899,"nicko-online.de",NA,"P02100","P"
"899",900,"familie-hochhaus.de",NA,"P02100","P"
"900",901,"pickford.de",NA,"P02100","P"
"901",902,"spiegl.de",NA,"P02100","P"
"902",903,"rufers.ch",NA,"P02100","P"
"903",904,"forscherblick.de",NA,"P02100","P"
"904",905,"stamereilers.de",NA,"P02100","P"
"905",906,"staden.de",NA,"P02100","P"
"906",907,"koepe.de",NA,"P02100","P"
"907",908,"quili.de",NA,"P02100","P"
"908",909,"puchein.de",NA,"P02100","P"
"909",910,"bade-verden.de",NA,"P02100","P"
"910",911,"motzet-online.de",NA,"P02100","P"
"911",912,"swhh.de",NA,"P02100","P"
"912",913,"klarenaar.de",NA,"P02100","P"
"913",914,"jeschke-schulze.de",NA,"P02100","P"
"914",915,"mann-saar.de",NA,"P02100","P"
"915",916,"home.datacomm.ch/roli.heidi",NA,"P02100","P"
"916",917,"horners.at",NA,"P02100","P"
"917",918,"reece.de",NA,"P02100","P"
"918",919,"schelldorfer.ch",NA,"P02100","P"
"919",920,"goschild.de",NA,"P02100","P"
"920",921,"rehbann.de",NA,"P02100","P"
"921",922,"tainz.de",NA,"P02100","P"
"922",923,"kutzberger.de",NA,"P02100","P"
"923",924,"home.datacomm.ch/t.pfister",NA,"P02100","P"
"924",925,"hoenigschmid.de",NA,"P02100","P"
"925",926,"belfor-online.de",NA,"P02100","P"
"926",927,"die-breitners.de",NA,"P02100","P"
"927",928,"friedenberger.net",NA,"P02100","P"
"928",929,"gbur.de",NA,"P02100","P"
"929",930,"kuenzel.biz",NA,"P02100","P"
"930",931,"lauben-kolonie.de",NA,"P02100","P"
"931",932,"ruoff-anspach.de",NA,"P02100","P"
"932",933,"streitmatter.de",NA,"P02100","P"
"933",934,"susca.de",NA,"P02100","P"
"934",935,"wiesalla.de",NA,"P02100","P"
"935",936,"worofsky.info",NA,"P02100","P"
"936",937,"familie-maechler.ch",NA,"P02100","P"
"937",938,"spanig.de",NA,"P02100","P"
"938",939,"knoch.at",NA,"P02100","P"
"939",940,"tinner.ch",NA,"P02100","P"
"940",941,"kijek.de",NA,"P02100","P"
"941",942,"goschorn.de",NA,"P02100","P"
"942",943,"rausch-familie.de",NA,"P02100","P"
"943",944,"weylandfamily.beepworld.de",NA,"P02100","P"
"944",945,"martina-tschirner.de",NA,"P00000","P"
"945",946,"haverland-soest.de",NA,"P02100","P"
"946",947,"stuhlmacher.com",NA,"P02100","P"
"947",948,"wernickenet.de",NA,"P02100","P"
"948",949,"privat.margarethahopfner.net",NA,"P05100","P"
"949",950,"badura-home.de",NA,"P00000","P"
"950",951,"rensing.info",NA,"P02100","P"
"951",952,"kuehne-borgwardt.de",NA,"P00000","P"
"952",953,"pattiarmanini.populus.ch",NA,"P00000","P"
"953",954,"matousek.biz",NA,"P00000","P"
"954",955,"martiny.org",NA,"P02100","P"
"955",956,"ira-stukenberg.de",NA,"P01100","P"
"956",957,"teuthorn.de",NA,"P00000","P"
"957",958,"carohetenyi.de",NA,"P01100","P"
"958",959,"iris-kuendig.ch",NA,"P01100","P"
"959",960,"kathrin.ch",NA,"P00000","P"
"960",961,"noedler.de",NA,"P00000","P"
"961",962,"holger.thoelking.name",NA,"P00000","P"
"962",963,"drsimonemichel.de",NA,"P00000","P"
"963",964,"croni.de",NA,"P00000","P"
"964",965,"feltel.de",NA,"P00000","P"
"965",966,"strobls.at",NA,"P00000","P"
"966",967,"russkaya.ch",NA,"P00000","P"
"967",968,"gertrud-gilbert.de",NA,"P00000","P"
"968",969,"scheubner.de",NA,"P00000","P"
"969",970,"mirjam.rogger.name",NA,"P00000","P"
"970",971,"matschiess.de",NA,"P00000","P"
"971",972,"basiscamp.de",NA,"P00000","P"
"972",973,"achims-inter.net",NA,"P11100","P"
"973",974,"max-kottwitz.de",NA,"P00000","P"
"974",975,"schorlemmer.de",NA,"P00000","P"
"975",976,"holzinger.cc",NA,"P00000","P"
"976",977,"thomas-loick.de",NA,"P09100","P"
"977",978,"jochem-home.de",NA,"P00000","P"
"978",979,"stoerchle.de",NA,"P02100","P"
"979",980,"stunt-woman.de",NA,"P00000","P"
"980",981,"candrix.de",NA,"P00000","P"
"981",982,"freith.de",NA,"P00000","P"
"982",983,"sheridane.de",NA,"P11100","P"
"983",984,"jenk.ch",NA,"P00000","P"
"984",985,"von-bergen.ch",NA,"P02100","P"
"985",986,"kostbade.com",NA,"P00000","P"
"986",987,"lemberger.intern.es",NA,"P00000","P"
"987",988,"wickederbaeren.de",NA,"P02100","P"
"988",989,"bremer-zwillinge.de",NA,"P00000","P"
"989",990,"steffen-rupp.de",NA,"P00000","P"
"990",991,"domobarista.de",NA,"P00000","P"
"991",992,"wentzek.com",NA,"P02100","P"
"992",993,"members.liwest.at/digitalart",NA,"P00000","P"
"993",994,"joachim.dethlefs.eu",NA,"P00000","P"
"994",995,"danielsfotowelt.de",NA,"P10100","P"
"995",996,"georgblenk.com",NA,"P00000","P"
"996",997,"streim.de",NA,"P00000","P"
"997",998,"schoenheim.de",NA,"P11100","P"
"998",999,"landauer.at",NA,"P00000","P"
"999",1000,"andreas-stenzel.de",NA,"P00000","P"
"1000",1001,"unet.univie.ac.at/%7Ea8727063",NA,"P00000","P"
"1001",1002,"messerschmidt.in",NA,"P00000","P"
"1002",1003,"stefan.poehl.name",NA,"P00000","P"
"1003",1004,"dietrichstahlbaum.de",NA,"P00000","P"
"1004",1005,"cord.vonkalm.de",NA,"P00000","P"
"1005",1006,"jweschenfelder.de",NA,"P00000","P"
"1006",1007,"planche.ch",NA,"P00000","P"
"1007",1008,"jens.borsdorf.name/Home.42",NA,"P08100","P"
"1008",1009,"schneemann.org",NA,"P00000","P"
"1009",1010,"neurohr.de",NA,"P00000","P"
"1010",1011,"djlefti.de",NA,"P00000","P"
"1011",1012,"dendler.de",NA,"P00000","P"
"1012",1013,"erwanson.de",NA,"P00000","P"
"1013",1014,"landscheidt.com",NA,"P01100","P"
"1014",1015,"doroundjuergen.de",NA,"P14100","P"
"1015",1016,"stefan-hofbauer.com",NA,"P01100","P"
"1016",1017,"felixbertram.de",NA,"P00000","P"
"1017",1018,"home.datacomm.ch/wahnsinn",NA,"P00000","P"
"1018",1019,"odorum.ch",NA,"P00000","P"
"1019",1020,"jem-services.ch",NA,"P00000","P"
"1020",1021,"norbert-gericke.de",NA,"P00000","P"
"1021",1022,"t-janssen.de",NA,"P00000","P"
"1022",1023,"hhbornemann.de",NA,"P11100","P"
"1023",1024,"sternenschaukel.de",NA,"P00000","P"
"1024",1025,"egofrau.de",NA,"P11100","P"
"1025",1026,"baerbelwolfmeier.de",NA,"P00000","P"
"1026",1027,"stieben.de",NA,"P00000","P"
"1027",1028,"marcgoertz.de",NA,"P00000","P"
"1028",1029,"xonk.de",NA,"P00000","P"
"1029",1030,"thienert.de",NA,"P00000","P"
"1030",1031,"454782.forumromanum.com/member/forum/forum.php?USER=user_45478",NA,"P04100","P"
"1031",1032,"artificina.de",NA,"P11100","P"
